DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,79771176156,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,73174767448,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,79484826995,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,79290429682,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,74176872698,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,74731917694,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,81290973157,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,81275482050,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,80506444957,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-12,71060195042,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-01,55169295663,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-02,58625203585,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-03,68757844016,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-04,61532939878,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-05,61504349688,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-06,65100478561,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-07,62026697484,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-08,55757223730,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-09,64762432315,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-10,66793102204,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-11,68130435090,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-12,63264766250,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-01,61083930764,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-02,69058971088,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-03,76658865910,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-04,69514643390,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-05,75419896498,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-06,74580763090,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-07,70085742147,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-08,68739536278,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-09,76924330490,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-10,74246183463,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-11,77514843419,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2022-12,66221318831,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-01,84229866022,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-02,89821678364,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-03,106196387920,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-04,96521031757,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-05,97093417747,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-06,102732710319,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-07,97269626624,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-08,93244135515,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-09,102055647174,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-10,108764383472,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-11,114443833507,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2021-12,110553772781,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-01,106228000123,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-02,112389536753,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-03,130487442090,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-04,121826799190,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-05,131060877227,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-06,128593979872,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-07,123192191247,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-08,128814262579,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-09,134383654964,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-10,130567117384,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-11,132359668278,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,1,VALUE_IN_EUROS,2022-12,114663501532,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-01,99179967702,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-02,108425214847,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-03,128586645213,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-04,113026980531,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-05,110574541850,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-06,119357624368,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-07,115758975190,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-08,104636322428,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-09,118726430400,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-10,121896409886,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-11,126548413819,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2021-12,117426945681,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-01,111604258898,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-02,124449171122,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-03,139713691305,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-04,124184866826,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-05,135891075231,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-06,136080435299,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-07,127554320458,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-08,128658997165,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-09,142188360290,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-10,135484201350,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-11,143518122113,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DE,WORLD,TOTAL,2,VALUE_IN_EUROS,2022-12,124389462292,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-01,2167961317,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-02,2506978723,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-03,2845857299,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-04,2435536728,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-05,2794142336,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-06,2622555762,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-07,2623476984,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-08,2514043078,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-09,2950603951,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-10,2905858011,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-11,3143935051,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2021-12,3043531938,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,3071042241,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,2919920968,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,3237093342,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,3211415515,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,3431257384,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,3374330413,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,3451821694,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,4018281843,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,3556328849,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,3537336235,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,3292113196,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-01,3728969608,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-02,3811155833,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-03,4569485053,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-04,3921587150,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-05,4297236115,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-06,4656337634,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-07,4247368629,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-08,3300645810,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-09,4165086613,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-10,4233554858,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-11,4829923359,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2021-12,4338578696,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-01,4120757115,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-02,4197570519,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-03,5078909071,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-04,4105427046,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-05,4823875686,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-06,4567454461,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-07,4645005858,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-08,4389409464,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-09,4942965325,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-10,4770079538,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_EXTRA,TOTAL,2,VALUE_IN_EUROS,2022-11,5217599007,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-01,4955205854,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-02,5282503000,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-03,6182633585,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-04,5524799324,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-05,5418529842,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-06,6032123197,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-07,5277543847,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-08,5293878932,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-09,6114450781,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-10,6199123821,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-11,6541182502,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2021-12,6434774265,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,6031422519,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,6032146203,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,7492984163,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,6484746019,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,7090595685,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,7267060046,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,6130519181,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,6715037437,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,7073249277,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,6784066543,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,7072005558,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-01,4062813012,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-02,4125158670,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-03,5212999181,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-04,4367458315,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-05,4447124330,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-06,4891507451,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-07,4281994133,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-08,4477164372,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-09,5097003708,
ESTAT:DS-045409$DEFAULTVIEW(1.0),20/02/23 13:23:00,M,DK,EU27_2020_INTRA,TOTAL,2,VALUE_IN_EUROS,2021-10,5054871350,
